CustId,TransId,Item
34,34,330
34,34,771
34,34,905
34,34,994
34,34,1314
34,34,2489
34,34,2629
35,35,970
35,35,1893
36,36,148
36,36,420
36,36,767
36,36,849
36,36,863
36,36,2625
36,36,2843
37,37,684
37,37,1336
37,37,1372
37,37,1651
37,37,1710
37,37,1843
37,37,2338
37,37,2464
37,37,2497
37,37,2645
37,37,2941
38,38,382
38,38,583
38,38,767
38,38,812
38,38,838
38,38,1523
38,38,1757
38,38,1823
38,38,1997
38,38,2142
38,38,2397
38,38,2669
38,38,2778
38,38,2825
38,38,2864
39,39,171
39,39,377
39,39,1147
39,39,1314
39,39,1486
39,39,1526
39,39,1756
39,39,2949
40,40,625
40,40,811
40,40,1233
40,40,2276
41,41,491
41,41,1412
41,41,1954
41,41,2444
41,41,2512
41,41,2852
42,42,490
42,42,781
42,42,837
42,42,930
42,42,1060
42,42,1179
42,42,2201
43,43,405
43,43,907
43,43,1036
43,43,1524
43,43,1762
43,43,1941
43,43,1989
43,43,2464
43,43,2585
43,43,2932
44,44,666
44,44,921
44,44,1117
44,44,2179
44,44,2213
44,44,2307
45,45,221
45,45,1014
45,45,1555
45,45,1557
45,45,1664
45,45,1783
45,45,1903
45,45,2457
45,45,2666
45,45,2964
46,46,413
46,46,601
46,46,806
46,46,1354
46,46,1372
46,46,1554
46,46,1650
46,46,2089
46,46,2163
46,46,2176
46,46,2516
46,46,2556
46,46,2790
46,46,2799
46,46,2916
46,46,2968
47,47,645
47,47,649
47,47,737
47,47,979
47,47,981
47,47,1284
47,47,1385
47,47,1469
47,47,1537
47,47,1909
47,47,2053
47,47,2147
47,47,2227
48,48,43
48,48,100
48,48,992
48,48,1169
48,48,1367
48,48,2010
48,48,2315
48,48,2340
48,48,2481
48,48,2489
48,48,2507
48,48,2584
48,48,2760
48,48,2918
49,49,583
49,49,777
49,49,984
49,49,1046
49,49,1509
49,49,1963
49,49,2112
49,49,2186
49,49,2754
50,50,578
50,50,583
50,50,1092
50,50,1183
50,50,1273
50,50,1452
50,50,1655
50,50,2063
50,50,2312
50,50,2536
51,51,168
51,51,266
51,51,755
51,51,1077
51,51,1081
51,51,1119
51,51,1159
51,51,1374
51,51,2617
51,51,2674
52,52,219
52,52,521
52,52,716
52,52,959
52,52,994
52,52,1118
52,52,1233
52,52,1338
52,52,1474
52,52,2006
52,52,2296
52,52,2489
52,52,2645
52,52,2708
52,52,2790
52,52,2843
52,52,2858
53,53,1092
53,53,1599
53,53,1973
54,54,410
54,54,893
54,54,931
54,54,1895
54,54,1898
54,54,2212
54,54,2809
55,55,137
55,55,1414
55,55,1590
55,55,2031
55,55,2402
56,56,62
56,56,178
56,56,209
56,56,284
56,56,382
56,56,582
56,56,664
56,56,722
56,56,1120
56,56,1219
56,56,1505
56,56,1543
56,56,1755
56,56,1876
56,56,1931
56,56,2223
56,56,2284
56,56,2441
56,56,2472
56,56,2517
56,56,2565
56,56,2861
57,57,410
57,57,697
57,57,1008
57,57,1443
57,57,1836
57,57,2116
57,57,2552
58,58,210
58,58,396
58,58,922
58,58,1151
58,58,1276
58,58,1655
58,58,1725
58,58,1882
58,58,2060
58,58,2333
58,58,2548
58,58,2610
58,58,2964
59,59,446
59,59,934
59,59,1469
59,59,1537
59,59,1916
59,59,2127
59,59,2764
59,59,2799
59,59,2833
60,60,17
60,60,1113
60,60,1240
60,60,1307
60,60,1899
60,60,2063
60,60,2315
60,60,2886
61,61,76
61,61,238
61,61,340
61,61,490
61,61,656
61,61,740
61,61,951
61,61,1458
61,61,1499
61,61,1679
61,61,1721
61,61,2145
61,61,2388
61,61,2831
61,61,2921
62,62,61
62,62,69
62,62,241
62,62,539
62,62,789
62,62,1503
62,62,1878
62,62,2218
62,62,2229
62,62,2428
62,62,2585
62,62,2736
62,62,2857
62,62,2915
63,63,161
63,63,252
63,63,360
63,63,890
63,63,1076
63,63,1290
63,63,1428
63,63,2315
63,63,2397
64,64,52
64,64,387
64,64,1432
64,64,1463
64,64,1468
64,64,1635
64,64,1963
64,64,2368
64,64,2780
65,65,91
65,65,144
65,65,316
65,65,374
65,65,1269
65,65,1396
65,65,2024
65,65,2449
65,65,2930
66,66,395
66,66,753
66,66,870
66,66,1116
66,66,2031
66,66,2498
67,67,1107
67,67,1117
67,67,1180
67,67,1458
67,67,2123
67,67,2579
67,67,2648
67,67,2790
68,68,17
68,68,150
68,68,2209
68,68,2234
68,68,2244
68,68,2322
69,69,86
69,69,369
69,69,412
69,69,524
69,69,748
69,69,809
69,69,1029
69,69,1042
69,69,1233
69,69,2085
69,69,2347
69,69,2561
69,69,2726
69,69,2886
70,70,374
70,70,438
70,70,647
70,70,666
70,70,1233
70,70,1466
70,70,2275
70,70,2415
70,70,2470
70,70,2474
70,70,2590
70,70,2856
70,70,2933
70,70,2953
71,71,402
71,71,863
71,71,1160
71,71,1382
71,71,1392
71,71,1632
71,71,2411
71,71,2424
72,72,145
72,72,179
72,72,236
72,72,529
72,72,691
72,72,1843
72,72,2315
72,72,2986
73,73,283
73,73,412
73,73,414
73,73,444
73,73,518
73,73,667
73,73,902
73,73,951
73,73,1168
73,73,1194
73,73,2343
73,73,2385
74,74,437
74,74,717
74,74,1021
74,74,1648
74,74,1674
74,74,2026
74,74,2639
74,74,2732
74,74,2855
75,75,247
75,75,360
75,75,485
75,75,490
75,75,808
75,75,951
75,75,1289
75,75,1458
75,75,1499
75,75,2331
75,75,2461
75,75,2520
76,76,13
76,76,493
76,76,1033
76,76,1183
76,76,1458
76,76,1798
76,76,2110
77,77,235
77,77,439
77,77,445
77,77,472
77,77,612
77,77,722
77,77,775
77,77,1029
77,77,1219
77,77,1605
77,77,1827
77,77,2136
77,77,2896
78,78,607
78,78,721
78,78,807
78,78,813
78,78,1107
78,78,2392
78,78,2535
78,78,2816
79,79,950
79,79,1576
79,79,2595
79,79,2599
79,79,2662
79,79,2956
80,80,849
80,80,1092
80,80,1416
80,80,1468
80,80,1537
80,80,1610
80,80,2245
80,80,2801
80,80,2843
80,80,2875
80,80,2989
81,81,1223
81,81,1286
81,81,1651
81,81,2445
81,81,2519
81,81,2561
81,81,2774
81,81,2808
81,81,2864
81,81,2998
82,82,51
82,82,360
82,82,375
82,82,523
82,82,629
82,82,1124
82,82,2849
83,83,642
83,83,1001
83,83,1277
83,83,1343
83,83,1717
83,83,2728
83,83,2932
84,84,47
84,84,116
84,84,422
84,84,651
84,84,966
84,84,1149
84,84,1235
84,84,2051
84,84,2210
84,84,2212
84,84,2297
84,84,2337
84,84,2342
84,84,2428
84,84,2735
84,84,2912
85,85,547
85,85,669
85,85,981
85,85,1175
85,85,1202
85,85,1382
85,85,2051
85,85,2055
85,85,2227
85,85,2833
86,86,132
86,86,222
86,86,572
86,86,620
86,86,674
86,86,709
86,86,991
86,86,1595
86,86,2112
86,86,2232
86,86,2458
86,86,2828
86,86,2916
87,87,545
87,87,863
87,87,1156
87,87,1346
87,87,1822
87,87,1911
87,87,2340
87,87,2725
87,87,2857
88,88,173
88,88,607
88,88,1026
88,88,1156
88,88,1275
88,88,1327
88,88,1474
88,88,1499
88,88,1825
88,88,1909
88,88,2028
88,88,2110
88,88,2581
88,88,2904
89,89,169
89,89,395
89,89,443
89,89,1529
89,89,1952
89,89,2296
90,90,372
90,90,565
90,90,636
90,90,912
90,90,954
90,90,998
90,90,1077
90,90,1113
90,90,1218
90,90,1493
90,90,1549
90,90,1559
90,90,2000
90,90,2126
90,90,2189
90,90,2437
90,90,2445
90,90,2518
90,90,2849
91,91,15
91,91,675
91,91,1034
91,91,1125
91,91,1300
91,91,1529
91,91,1638
91,91,2116
91,91,2941
91,91,2964
92,92,69
92,92,81
92,92,86
92,92,289
92,92,414
92,92,430
92,92,679
92,92,987
92,92,1165
92,92,1239
92,92,1320
92,92,1332
92,92,1545
92,92,1610
92,92,1737
92,92,1752
92,92,1790
92,92,1794
92,92,1823
92,92,1851
92,92,1864
92,92,1928
93,93,699
93,93,745
93,93,800
93,93,820
93,93,871
93,93,1175
93,93,1186
93,93,2126
93,93,2151
93,93,2481
93,93,2699
93,93,2736
93,93,2745
93,93,2879
94,94,85
94,94,192
94,94,401
94,94,628
94,94,722
94,94,885
94,94,1180
94,94,1472
94,94,1541
94,94,1565
94,94,1753
94,94,2285
94,94,2608
94,94,2610
94,94,2867
94,94,2948
95,95,246
95,95,495
95,95,592
95,95,635
95,95,656
95,95,934
95,95,1005
95,95,1179
95,95,1314
95,95,1323
95,95,2828
95,95,2986
96,96,63
96,96,157
96,96,182
96,96,308
96,96,572
96,96,1023
96,96,1382
96,96,1486
96,96,1709
96,96,1716
96,96,2416
97,97,169
97,97,412
97,97,414
97,97,480
97,97,536
97,97,764
97,97,902
97,97,1502
97,97,2569
97,97,2708
98,98,119
98,98,398
98,98,558
98,98,669
98,98,877
98,98,1068
98,98,1382
98,98,1762
98,98,1831
98,98,1843
98,98,2233
98,98,2265
98,98,2315
98,98,2691
99,99,147
99,99,214
99,99,629
99,99,946
99,99,1217
99,99,1741
99,99,1969
99,99,2060
99,99,2136
99,99,2229
99,99,2561
99,99,2631
99,99,2652
99,99,2689
99,99,2744
99,99,2923
100,100,86
100,100,395
100,100,1121
100,100,1654
100,100,1735
100,100,2341
100,100,2428
100,100,2498
101,101,11
101,101,91
101,101,316
101,101,804
101,101,931
101,101,1384
101,101,1422
101,101,1484
101,101,2637
101,101,2841
101,101,2955
102,102,110
102,102,360
102,102,442
102,102,807
102,102,986
102,102,1136
102,102,1316
102,102,1412
102,102,1580
102,102,1584
102,102,2017
102,102,2372
102,102,2397
102,102,2401
102,102,2709
103,103,102
103,103,103
103,103,109
103,103,517
103,103,668
103,103,705
103,103,881
103,103,1540
103,103,1940
103,103,2073
103,103,2227
103,103,2477
103,103,2648
104,104,169
104,104,684
104,104,697
104,104,981
104,104,1097
104,104,1136
104,104,1667
104,104,2029
104,104,2079
104,104,2234
104,104,2454
104,104,2512
104,104,2585
104,104,2997
105,105,40
105,105,420
105,105,732
105,105,753
105,105,925
105,105,1145
105,105,1184
105,105,1193
105,105,1214
105,105,1338
105,105,1916
105,105,2255
105,105,2507
105,105,2765
105,105,2930
106,106,629
106,106,970
106,106,2145
106,106,2732
107,107,129
107,107,891
107,107,1233
107,107,1486
107,107,2102
107,107,2813
107,107,2897
108,108,146
108,108,169
108,108,412
108,108,764
108,108,1240
108,108,1317
108,108,2137
108,108,2366
108,108,2893
109,109,654
109,109,907
109,109,1253
109,109,1373
109,109,1971
109,109,2079
109,109,2227
109,109,2370
109,109,2625
109,109,2781
110,110,199
110,110,403
110,110,917
110,110,1121
110,110,1459
110,110,2246
110,110,2279
110,110,2408
110,110,2852
111,111,325
111,111,358
111,111,360
111,111,387
111,111,562
111,111,579
111,111,785
111,111,1541
111,111,1737
111,111,1743
111,111,1969
111,111,2143
111,111,2146
111,111,2826
112,112,150
112,112,234
112,112,477
112,112,961
112,112,1148
112,112,1859
112,112,1931
112,112,1997
112,112,2118
112,112,2512
112,112,2564
112,112,2681
112,112,2815
112,112,2894
113,113,21
113,113,38
113,113,117
113,113,1125
113,113,1784
113,113,1827
113,113,2036
113,113,2234
113,113,2268
113,113,2451
113,113,2536
113,113,2681
113,113,2858
113,113,2979
114,114,443
114,114,671
114,114,1147
114,114,1520
114,114,1572
115,115,438
115,115,1099
115,115,1296
115,115,1318
115,115,1423
115,115,1541
115,115,1849
115,115,2255
115,115,2699
115,115,2932
116,116,191
116,116,416
116,116,486
116,116,1503
116,116,2495
117,117,391
117,117,797
117,117,931
117,117,1071
117,117,1276
117,117,1424
117,117,2269
117,117,2329
117,117,2469
118,118,837
118,118,1095
118,118,1146
118,118,1169
118,118,1202
118,118,1504
118,118,1663
118,118,2569
118,118,2861
118,118,2947
119,119,443
119,119,521
119,119,553
119,119,773
119,119,915
119,119,1354
119,119,1486
119,119,1755
119,119,1864
119,119,2611
119,119,2676
120,120,374
120,120,666
120,120,953
120,120,1618
120,120,2026
120,120,2428
120,120,2626
120,120,2987
121,121,63
121,121,119
121,121,168
121,121,530
121,121,740
121,121,909
121,121,1119
121,121,1214
121,121,1868
121,121,2290
121,121,2319
121,121,2387
121,121,2395
121,121,2857
122,122,510
122,122,770
122,122,1226
122,122,2168
122,122,2226
122,122,2930
122,122,2964
123,123,36
123,123,48
123,123,154
123,123,623
123,123,1183
123,123,1483
123,123,1494
123,123,1716
123,123,1744
123,123,1770
123,123,1888
123,123,2142
123,123,2269
123,123,2764
123,123,2877
124,124,501
124,124,1351
124,124,1444
124,124,1602
124,124,2182
124,124,2211
124,124,2338
124,124,2964
125,125,472
125,125,675
125,125,699
125,125,914
125,125,1156
125,125,1159
125,125,1228
125,125,1780
125,125,2164
125,125,2382
125,125,2406
125,125,2751
125,125,2828
126,126,300
126,126,414
126,126,432
126,126,723
126,126,1216
126,126,1273
126,126,2053
126,126,2085
126,126,2953
127,127,40
127,127,150
127,127,377
127,127,652
127,127,710
127,127,1034
127,127,1407
127,127,1598
127,127,2070
127,127,2524
127,127,2589
128,128,17
128,128,874
128,128,1624
128,128,2917
129,129,207
129,129,219
129,129,470
129,129,555
129,129,729
129,129,2214
129,129,2252
130,130,85
130,130,167
130,130,209
130,130,234
130,130,539
130,130,592
130,130,1855
130,130,1983
130,130,2094
131,131,133
131,131,226
131,131,761
131,131,1194
131,131,1269
131,131,1386
131,131,1826
131,131,1922
131,131,2009
131,131,2234
131,131,2590
131,131,2741
132,132,266
132,132,319
132,132,845
132,132,1006
132,132,1458
132,132,1724
133,133,85
133,133,188
133,133,260
133,133,992
133,133,1679
133,133,1853
133,133,1941
133,133,1993
133,133,2450
133,133,2548
133,133,2582
133,133,2725
134,134,132
134,134,154
134,134,577
134,134,1224
134,134,1349
134,134,1466
134,134,1913
134,134,2021
134,134,2022
134,134,2126
134,134,2579
134,134,2686
135,135,52
135,135,531
135,135,634
135,135,709
135,135,755
135,135,868
135,135,903
135,135,1487
135,135,1582
135,135,2080
135,135,2582
135,135,2714
136,136,709
136,136,1323
136,136,2261
136,136,2444
136,136,2612
136,136,2913
137,137,553
137,137,777
137,137,811
137,137,1017
137,137,1121
137,137,1417
137,137,1474
137,137,1596
137,137,1599
137,137,1767
137,137,1932
137,137,2211
137,137,2416
137,137,2516
137,137,2656
137,137,2691
137,137,2781
137,137,2851
138,138,135
138,138,215
138,138,485
138,138,631
138,138,827
138,138,1301
138,138,1475
138,138,1518
138,138,1909
138,138,2216
138,138,2520
138,138,2610
139,139,47
139,139,571
139,139,592
139,139,998
139,139,1197
139,139,2001
139,139,2026
139,139,2250
139,139,2544
139,139,2584
139,139,2908
140,140,38
140,140,383
140,140,568
140,140,629
140,140,1276
140,140,1341
140,140,2227
140,140,2725
140,140,2840
140,140,2886
141,141,214
141,141,651
141,141,733
141,141,734
141,141,1037
141,141,1294
141,141,1371
141,141,1452
141,141,1475
141,141,1823
142,142,69
142,142,242
142,142,538
142,142,559
142,142,946
142,142,1005
142,142,1026
142,142,1384
142,142,1554
142,142,1925
142,142,2213
142,142,2271
142,142,2315
142,142,2648
142,142,2699
143,143,80
143,143,490
143,143,624
143,143,860
143,143,1706
143,143,2612
143,143,2781
143,143,2986
144,144,145
144,144,227
144,144,286
144,144,456
144,144,540
144,144,676
144,144,1017
144,144,1277
144,144,1539
144,144,1657
144,144,2744
145,145,322
145,145,697
145,145,973
145,145,1153
145,145,1486
145,145,1557
145,145,1940
145,145,1990
146,146,63
146,146,71
146,146,138
146,146,941
146,146,1179
146,146,2499
146,146,2502
146,146,2524
146,146,2596
147,147,100
147,147,454
147,147,557
147,147,753
147,147,870
147,147,1116
147,147,1148
147,147,1805
147,147,2031
147,147,2450
147,147,2932
148,148,314
148,148,576
148,148,592
148,148,631
148,148,863
148,148,1000
148,148,1002
148,148,1160
149,149,38
149,149,326
149,149,1238
149,149,2246
150,150,348
150,150,404
150,150,767
150,150,792
150,150,835
150,150,1232
150,150,1669
150,150,1731
150,150,2176
150,150,2666
150,150,2743
151,151,182
151,151,289
151,151,829
151,151,890
151,151,1555
151,151,1836
151,151,2195
151,151,2223
152,152,45
152,152,735
152,152,902
152,152,1411
152,152,1502
152,152,1564
152,152,2184
152,152,2819
152,152,2826
153,153,410
153,153,579
153,153,1240
153,153,1341
153,153,1535
153,153,1559
153,153,1688
153,153,2266
153,153,2401
153,153,2856
153,153,2894
154,154,139
154,154,159
154,154,192
154,154,197
154,154,656
154,154,1217
154,154,1467
154,154,1692
154,154,2053
154,154,2565
154,154,2893
155,155,259
155,155,715
155,155,1550
155,155,1813
155,155,1990
155,155,2141
155,155,2193
155,155,2535
155,155,2716
155,155,2933
156,156,118
156,156,1279
156,156,1459
156,156,1825
156,156,2060
156,156,2089
156,156,2193
156,156,2265
156,156,2449
156,156,2525
157,157,465
157,157,541
157,157,586
157,157,628
157,157,871
157,157,882
157,157,1531
157,157,1688
157,157,1971
158,158,402
158,158,435
158,158,1023
158,158,1317
158,158,2070
158,158,2116
158,158,2498
158,158,2536
158,158,2964
159,159,160
159,159,283
159,159,806
159,159,892
159,159,924
159,159,1427
159,159,1462
159,159,1993
159,159,2445
159,159,2638
159,159,2651
159,159,2757
160,160,442
160,160,555
160,160,705
160,160,815
160,160,1514
160,160,2140
160,160,2260
160,160,2932
161,161,140
161,161,471
161,161,721
161,161,764
161,161,790
161,161,1276
161,161,1427
161,161,1459
161,161,1683
161,161,1684
161,161,1991
161,161,2315
161,161,2343
161,161,2589
161,161,2599
161,161,2600
162,162,647
162,162,1903
162,162,2475
162,162,2524
162,162,2802
163,163,289
163,163,414
163,163,432
163,163,595
163,163,686
163,163,947
163,163,1008
163,163,1273
163,163,1324
163,163,2116
163,163,2145
163,163,2239
163,163,2552
163,163,2953
164,164,521
164,164,1385
164,164,2212
164,164,2593
165,165,281
165,165,644
165,165,1027
165,165,1247
165,165,1472
165,165,2112
165,165,2347
165,165,2377
165,165,2535
166,166,51
166,166,539
166,166,1382
166,166,2070
166,166,2898
167,167,267
167,167,449
167,167,517
167,167,553
167,167,892
167,167,1296
167,167,1338
167,167,1417
167,167,1862
167,167,1893
167,167,2080
167,167,2140
167,167,2227
167,167,2234
167,167,2509
167,167,2551
167,167,2889
168,168,63
168,168,412
168,168,530
168,168,612
168,168,868
168,168,909
168,168,1354
168,168,1372
168,168,1540
168,168,1798
168,168,2089
168,168,2210
168,168,2372
168,168,2799
168,168,2968
169,169,553
169,169,716
169,169,827
169,169,1277
169,169,1284
169,169,1756
169,169,1765
169,169,2234
169,169,2445
169,169,2504
169,169,2781
170,170,740
170,170,1313
170,170,1320
170,170,1659
170,170,2878
171,171,71
171,171,117
171,171,238
171,171,1159
171,171,1613
171,171,1843
171,171,2079
171,171,2231
171,171,2719
171,171,2864
172,172,1
172,172,78
172,172,154
172,172,490
172,172,738
172,172,1015
172,172,1017
172,172,1229
172,172,1276
172,172,1384
172,172,1503
172,172,2183
172,172,2360
172,172,2617
172,172,2725
173,173,317
173,173,647
173,173,1475
173,173,2095
173,173,2372
174,174,170
174,174,619
174,174,707
174,174,734
174,174,831
174,174,1269
174,174,1275
174,174,2176
174,174,2397
175,175,60
175,175,586
175,175,692
175,175,1577
175,175,1686
175,175,1688
175,175,1825
175,175,1912
175,175,2039
175,175,2079
175,175,2153
175,175,2278
175,175,2307
175,175,2625
175,175,2753
175,175,2900
176,176,67
176,176,91
176,176,139
176,176,147
176,176,624
176,176,1075
176,176,1280
176,176,1664
176,176,2006
176,176,2103
176,176,2170
176,176,2428
176,176,2430
176,176,2733
176,176,2843
177,177,69
177,177,140
177,177,350
177,177,612
177,177,674
177,177,849
177,177,946
177,177,1016
177,177,1039
177,177,1583
177,177,1590
177,177,1628
177,177,2534
177,177,2706
177,177,2781
178,178,410
178,178,891
178,178,893
178,178,931
178,178,1233
178,178,1425
178,178,1563
178,178,1895
178,178,1898
178,178,2212
178,178,2731
178,178,2809
179,179,436
179,179,486
179,179,604
179,179,1231
179,179,1324
179,179,1474
180,180,92
180,180,456
180,180,813
180,180,1015
180,180,1255
180,180,1836
180,180,1881
180,180,2149
180,180,2238
180,180,2316
180,180,2638
181,181,372
181,181,459
181,181,649
181,181,683
181,181,737
181,181,979
181,181,981
181,181,1385
181,181,2063
181,181,2147
182,182,492
182,182,1735
182,182,2315
182,182,2552
182,182,2645
182,182,2809
183,183,930
183,183,1845
183,183,1940
183,183,2004
184,184,249
184,184,389
184,184,583
184,184,605
184,184,954
184,184,981
184,184,1070
184,184,1073
184,184,1405
184,184,1997
184,184,2129
184,184,2554
184,184,2680
184,184,2840
185,185,484
185,185,626
185,185,1051
185,185,1414
185,185,1521
185,185,1593
185,185,1941
185,185,1984
185,185,2212
185,185,2871
186,186,163
186,186,243
186,186,412
186,186,519
186,186,656
186,186,744
186,186,1067
186,186,1474
186,186,1530
186,186,1679
186,186,1816
186,186,2208
186,186,2457
186,186,2548
186,186,2563
186,186,2569
187,187,38
187,187,803
187,187,1125
187,187,1531
187,187,1763
187,187,2681
188,188,438
188,188,1318
188,188,1386
188,188,1849
188,188,2017
188,188,2932
189,189,47
189,189,443
189,189,592
189,189,1452
189,189,1469
189,189,2112
189,189,2452
190,190,746
190,190,850
190,190,874
190,190,986
190,190,1392
190,190,1657
190,190,1801
190,190,2296
190,190,2368
190,190,2501
190,190,2513
191,191,124
191,191,432
191,191,811
191,191,1075
191,191,1531
191,191,2031
191,191,2339
191,191,2666
191,191,2754
191,191,2855
191,191,2858
192,192,127
192,192,132
192,192,527
192,192,678
192,192,732
192,192,807
192,192,963
192,192,1567
192,192,1704
192,192,1710
192,192,1728
192,192,1835
192,192,1897
192,192,1909
192,192,2145
192,192,2212
192,192,2708
193,193,125
193,193,486
193,193,737
193,193,954
193,193,1095
193,193,1514
193,193,1559
193,193,2415
193,193,2420
193,193,2466
194,194,29
194,194,458
194,194,663
194,194,1183
194,194,1219
194,194,1717
194,194,1762
194,194,1898
194,194,2480
194,194,2617
194,194,2856
195,195,296
195,195,451
195,195,1086
195,195,1132
195,195,1179
195,195,1578
195,195,1678
195,195,1890
195,195,2378
195,195,2569
196,196,182
196,196,1737
196,196,2038
196,196,2176
196,196,2564
196,196,2789
197,197,123
197,197,160
197,197,189
197,197,319
197,197,360
197,197,382
197,197,1015
197,197,1190
197,197,1273
197,197,2373
197,197,2522
197,197,2921
198,198,85
198,198,138
198,198,908
198,198,1017
198,198,1077
198,198,1232
198,198,1634
198,198,2781
198,198,2979
199,199,405
199,199,410
199,199,467
199,199,1236
199,199,1356
199,199,1654
199,199,1688
199,199,1723
199,199,2227
199,199,2237
199,199,2454
199,199,2636
199,199,2713
199,199,2751
200,200,132
200,200,173
200,200,307
200,200,439
200,200,481
200,200,807
200,200,1436
200,200,1618
200,200,1679
200,200,1770
200,200,2017
200,200,2041
200,200,2130
200,200,2265
200,200,2415
200,200,2741
201,201,344
201,201,579
201,201,662
201,201,1474
201,201,1784
201,201,2401
202,202,119
202,202,152
202,202,511
202,202,1181
202,202,1233
202,202,1285
202,202,2347
202,202,2674
202,202,2979
203,203,145
203,203,628
203,203,891
203,203,1240
203,203,1709
203,203,2815
204,204,50
204,204,222
204,204,316
204,204,734
204,204,962
204,204,1152
204,204,1301
204,204,1416
204,204,1423
204,204,1738
204,204,2058
204,204,2189
204,204,2192
204,204,2212
204,204,2227
204,204,2444
204,204,2986
205,205,662
205,205,735
205,205,1136
205,205,1965
205,205,2055
205,205,2274
205,205,2427
205,205,2900
206,206,40
206,206,677
206,206,878
206,206,891
206,206,1234
